2707396,2269
2707428,2100
2707430,1558
2707431,6642
2707432,5046
2707433,1066
2707434,8103
2707435,568
2709243,1041
2709999,105
3060000,0
3067255,862
3067256,2684
3067258,6183
3067259,1547
3067260,1310
3067261,3453
3067262,3151
3067263,1081
3067264,1501
3067265,2458
3067266,3961
3067267,3939
3069246,889
3069999,3
3160000,0
3167183,0
3167246,902
3167274,13154
3167275,12540
3167276,0
3167277,0
3167278,2434
3167279,565
3167280,687
3167281,631
3167282,0
3167283,0
3167284,4214
3167285,0
3167286,1326
3167287,1182
3167288,1796
3167289,1457
3167290,1569
3167291,372
3167292,0
3167293,0
3167294,1253
3167295,1724
3167296,1735
3167297,0
3167298,0
3167299,4702
3167300,460
3167301,0
3167302,0
3167303,0
3169176,3651
3169177,3108
3169179,1775
3169189,2550
3169192,2238
3169292,4824
3169999,68
3200000,0
3207375,754
3207377,1729
3207379,11974
3207380,213
3207381,892
3207382,376
3207512,655
3207522,4775
3207523,3194
3207524,392
3207525,403
3207527,111
3207528,2694
3207529,264
3207530,2822
3207531,208
3207532,438
3207533,133
3207534,2972
3207535,815
3207541,46
3207544,90
3209999,37
3260000,0
3267219,1983
3267220,1211
3267221,478
3267222,744
3267223,544
3267224,244
3267225,515
3267226,521
3267231,326
3267232,267
3267234,854
3267235,4898
3267236,2843
3267237,190
3267238,1195
3267239,513
3267247,1641
3267248,1332
3267249,1285
3267250,329
3267251,1787
3267252,1165
3267253,426
3267254,307
3267257,343
3267268,5932
3267269,6006
3267270,826
3267271,1433
3267272,2019
3267273,1530
3269066,4223
3269244,583
3269245,88
3269999,115
3290000,0
3297214,1
3297340,809
3297343,409
3297344,437
3297363,17638
3297364,5462
3297365,1025
3297366,283
3297367,1038
3297368,403
3297369,1372
3297370,1275
3297371,601
3297372,570
3297373,694
3297374,644
3297376,688
3297378,911
3299999,48
3300000,0
3307233,577
3307308,3908
3307309,3196
3307310,345
3307311,701
3307312,235
3307313,273
3307314,1585
3307315,322
3307316,1440
3307319,357
3307320,184
3307321,887
3307322,232
3307323,365
3307324,741
3307325,534
3307326,173
3307327,163
3307345,9813
3307346,170
3307347,10029
3307348,7169
3307349,2725
3307350,474
3307351,349
3307352,109
3307353,355
3307354,963
3307355,963
3307356,309
3307357,187
3307358,235
3307359,2466
3307360,2982
3307361,416
3307362,1408
3307385,149
3309070,7502
3309144,7710
3309160,5845
3309999,208
3360000,0
3367493,1112
3367494,1429
3367495,1331
3367496,619
3367497,5496
3367498,260
3367526,1116
3367542,1057
3367543,292
3367544,2903
3367545,314
3367546,502
3367547,313
3367548,4481
3367549,232
3367550,726
3367551,326
3369999,71
3400000,0
3407227,2103
3407228,4615
3407229,447
3407230,697
3407245,2485
3407338,1206
3407339,385
3407341,308
3407342,1492
3407383,5391
3407384,3037
3407386,4432
3407387,412
3407388,503
3407389,1053
3407390,480
3407391,583
3409999,5
3500000,0
3507163,627
3507164,2060
3507165,217
3507171,2626
3507172,1431
3507173,4472
3507174,608
3507175,2893
3507176,215
3507177,2583
3507178,1453
3507179,2967
3507180,1143
3507181,1044
3507182,481
3507208,1466
3507209,1118
3509999,48
3600000,0
3607619,317
3607620,189
3607621,0
3607622,754
3607623,101
3607624,0
3607625,0
3607626,499
3607627,333
3607628,467
3607629,304
3607630,502
3607631,410
3607632,350
3607633,147
3607634,295
3607635,237
3607636,0
3607637,0
3607638,0
3607639,1102
3607640,395
3607641,503
3607646,2031
3607648,4573
3607649,398
3607650,272
3607651,1730
3607652,253
3607653,320
3607654,207
3607655,510
3607656,160
3607657,458
3607658,91
3607659,1514
3607660,242
3607661,153
3607662,352
3607663,425
3607664,213
3607665,976
3607666,834
3607667,446
3607668,117
3607669,41
3607670,8915
3607671,364
3607672,3935
3607673,145
3607674,653
3609082,1745
3609194,747
3609195,1654
3609248,364
3609250,329
3609295,0
3609999,114
3700000,0
3707304,2474
3707305,714
3707306,6347
3707307,369
3707317,799
3707318,124
3707328,343
3707329,193
3707330,467
3707331,2314
3707332,1025
3707333,596
3707334,584
3707335,799
3707336,186
3707337,735
3707462,345
3707463,286
3707464,489
3707465,101
3707472,1032
3707473,2674
3707499,1700
3707500,2506
3707501,1428
3707502,624
3707503,1851
3707504,2153
3707505,330
3707506,1480
3707510,9631
3707511,8596
3707513,190
3707514,828
3707515,3326
3707516,5076
3707517,419
3707518,671
3707519,2498
3707520,163
3709111,7150
3709162,9063
3709999,13
3760000,0
3767575,692
3767576,1386
3767577,2999
3767578,16905
3767579,1940
3767580,3274
3767581,287
3767582,284
3767583,244
3767584,105
3767585,266
3767586,518
3767587,478
3767588,747
3767589,1155
3767590,261
3767591,843
3767592,500
3767593,146
3767594,992
3767595,784
3767596,5294
3767597,472
3767598,171
3767599,197
3767600,208
3767601,454
3767602,447
3767603,355
3767604,131
3767605,1169
3767606,151
3767607,2166
3767608,301
3767609,397
3767610,273
3767611,523
3767612,1324
3767613,2541
3767614,222
3767615,426
3767616,486
3767617,149
3767618,564
3767642,4662
3767643,1412
3767644,660
3767645,89
3767647,272
3769249,769
3769999,141
3900000,0
3907466,1825
3907468,2904
3907469,12749
3907470,2903
3907471,783
3907474,805
3907475,430
3907476,737
3907477,318
3907478,2143
3907479,628
3907480,1533
3907481,2060
3907483,4912
3907485,39
3907486,529
3907487,454
3907488,533
3907489,586
3907490,900
3907491,1468
3907507,1049
3907508,1279
3907509,1056
3907521,1169
3909109,1931
3909247,205
3909999,97
4000000,0
4007552,11538
4007553,2739
4007554,1341
4007555,842
4007556,1639
4007557,1733
4007558,588
4007559,1250
4007560,1559
4007561,1530
4007562,410
4007563,1142
4007564,959
4007565,812
4007566,655
4007567,1440
4007569,3239
4007570,861
4007571,3689
4007572,1044
4007573,584
4009999,70
4100000,0
4107810,434
4107823,13010
4107824,2500
4107825,1468
4107826,4416
4107827,1580
4107828,340
4107829,2281
4107830,719
4107831,903
4107832,2327
4107834,300
4107835,2117
4107836,3171
4107837,381
4107838,455
4107839,420
4107840,289
4107841,192
4107842,378
4109251,42
4109255,402
4109999,34
4110000,0
4117568,78
4119999,0
4200000,0
4207760,720
4207793,1754
4207794,2057
4207795,1683
4207796,5793
4207801,5891
4207802,22
4207803,963
4207804,949
4207805,269
4207806,533
4207807,494
4207808,280
4207809,180
4207811,698
4207812,1009
4207813,546
4207814,779
4207815,300
4207816,220
4207817,3756
4207818,1120
4207819,3250
4207820,811
4207821,1064
4207822,234
4207833,721
4209075,2453
4209118,2632
4209251,220
4209999,12
4300000,0
4307688,2428
4307695,6312
4307696,1396
4307697,1282
4307698,493
4307701,314
4307737,466
4307738,202
4307739,485
4307740,1800
4307746,1734
4307747,586
4307748,373
4307749,438
4307750,930
4307751,311
4307752,716
4307753,914
4307754,2009
4307755,1426
4307756,853
4307757,298
4307758,845
4307759,211
4307761,578
4307762,1914
4307763,2036
4307764,96
4307765,110
4307766,6877
4307767,2330
4307768,2170
4307883,1905
4307884,2747
4307885,2649
4307887,1105
4309999,58
4400000,0
4407797,0
4407798,5951
4407799,0
4407800,812
4407869,1252
4407870,1646
4407871,1181
4407872,677
4407873,834
4407874,286
4407875,516
4407876,452
4407882,3841
4409293,6259
4409999,39
4500000,0
4507724,14699
4507725,1288
4507726,250
4507727,949
4507728,3056
4507729,664
4507730,456
4507731,312
4507732,938
4507733,3575
4507734,823
4507735,1794
4507736,1081
4507769,244
4507770,283
4507771,275
4507773,543
4509256,608
4509257,214
4509999,39
4610000,0
4617774,8572
4617775,6484
4617776,10751
4617777,8221
4617778,8671
4617779,8289
4617780,11407
4617781,7650
4617782,15175
4617783,4412
4617784,10822
4617785,4675
4617786,2610
4617787,6927
4617788,6520
4617789,596
4617790,4927
4617791,3499
4617792,954
4617844,4294
4617845,433
4617846,3945
4617847,6437
4617868,2900
4617877,5567
4617878,649
4617879,4105
4617880,338
4617881,415
4617886,4676
4619093,11230
4619131,9235
4619142,4132
4619148,7284
4619252,3299
4619253,565
4619999,29
4790000,0
4797675,8014
4797676,2944
4797677,5356
4797678,3861
4797679,2794
4797680,2869
4797681,2552
4797682,878
4797683,562
4797684,1297
4797685,1372
4797686,2138
4797687,451
4797689,3528
4797690,3994
4797691,1080
4797692,1061
4797693,104
4797699,1330
4797700,942
4797719,768
4797720,618
4797721,1284
4797722,347
4797723,1337
4797772,1407
4799139,5113
4799258,518
4799999,102
4800000,0
4807843,593
4807848,1047
4807849,432
4807850,195
4807851,369
4807852,354
4807853,603
4807854,161
4807855,804
4807856,3867
4807857,954
4807858,623
4807859,151
4807860,283
4807861,120
4807862,213
4807863,1276
4807864,1300
4807865,2795
4807866,1229
4807867,3636
4807888,916
4807889,501
4807890,795
4807891,5195
4807892,772
4809251,320
4809999,28
4820000,0
4827694,180
4827702,409
4827703,354
4827704,189
4827705,540
4827706,579
4827707,199
4827708,777
4827709,1282
4827710,327
4827711,103
4827712,379
4827741,4095
4827742,707
4827743,597
4827744,211
4827745,1081
4829254,533
4829999,11
4920000,0
4927713,977
4927714,2924
4927715,827
4927716,337
4927717,502
4927718,603
4929999,3
5100000,0
5108946,3478
5108952,425
5108954,1245
5108955,1192
5108957,1311
5108961,13724
5108962,7114
5108963,1437
5108964,476
5108965,2099
5108966,568
5108967,324
5108968,1583
5108969,3008
5108970,331
5108971,1307
5108972,449
5108973,1557
5108974,495
5108975,4076
5108976,3131
5108978,618
5108979,1482
5108980,2282
5108981,77
5108982,1147
5108986,248
5109037,777
5109999,71
5300000,0
5307979,2371
5307981,1066
5308942,10367
5308943,6749
5308944,1891
5308945,1704
5309114,1029
5309265,229
5309266,361
5309267,390
5309270,305
5309999,47
5400000,0
5408988,10045
5408989,10973
5408990,2446
5408991,1354
5408992,5779
5408993,1575
5408994,904
5408995,1025
5408996,3330
5408997,1481
5408998,558
5408999,3769
5409000,1269
5409001,3167
5409002,778
5409003,3048
5409004,4667
5409005,1536
5409006,4430
5409007,1326
5409008,1985
5409009,1771
5409019,3704
5409023,18
5409025,2130
5409028,982
5409259,652
5409999,81
5500000,0
5508956,2195
5508957,0
5508958,316
5508959,578
5508960,3758
5509016,796
5509031,356
5509032,709
5509033,708
5509036,761
5509037,8
5509038,3497
5509039,0
5509040,289
5509041,1109
5509042,571
5509043,356
5509044,1130
5509045,3254
5509046,1417
5509047,1873
5509048,708
5509049,211
5509050,130
5509051,1343
5509052,542
5509053,93
5509054,497
5509055,109
5509056,0
5509058,961
5509059,1034
5509062,587
5509178,8017
5509287,0
5509999,0
5610000,0
5618886,3690
5618887,620
5618888,6148
5618889,241
5618890,294
5618891,260
5618892,1252
5618893,787
5618894,42
5618895,2577
5618896,1132
5618899,1255
5618900,7545
5618901,670
5618902,714
5618903,1852
5618905,5496
5618906,6757
5618907,7437
5618908,10312
5618909,2129
5618912,686
5618913,555
5618916,304
5618917,3084
5618918,2705
5618919,785
5618921,343
5618922,5700
5619030,845
5619034,636
5619035,427
5619073,8466
5619099,4179
5619106,10484
5619121,8017
5619138,7286
5619999,147
5630000,0
5638923,3019
5638924,324
5639999,3
5730000,0
5738738,893
5738787,337
5738867,1172
5738868,1167
5738869,318
5738870,2150
5738871,5297
5738872,1773
5738873,15145
5738874,1375
5738875,848
5738876,970
5738877,1646
5738878,546
5738879,1565
5738880,275
5738881,840
5738882,437
5738883,0
5738884,0
5738885,0
5738898,1104
5738910,1425
5738911,1113
5738912,354
5738914,766
5738915,927
5738920,1649
5739153,1604
5739196,650
5739271,0
5739273,436
5739291,3672
5739999,64
5750000,0
5758895,34
5758897,1322
5758925,831
5758926,4041
5758927,2106
5758928,822
5758929,603
5758930,1677
5758931,9093
5758932,700
5758933,598
5758934,1629
5758937,1566
5758938,1578
5758947,777
5758948,313
5758949,3249
5758950,464
5758951,948
5758953,848
5758977,2566
5758987,1857
5759137,2648
5759264,333
5759268,1546
5759269,620
5759999,37
5800000,0
5809010,16365
5809011,1984
5809012,3517
5809013,1827
5809014,6542
5809015,1021
5809017,931
5809018,406
5809021,1327
5809022,2436
5809023,2257
5809024,1437
5809026,511
5809027,2272
5809028,11
5809029,8098
5809056,1727
5809057,944
5809060,1001
5809061,3551
5809260,959
5809999,6
6070000,0
6077909,6636
6077910,1913
6077911,5456
6077912,8937
6077913,4125
6077914,773
6077915,5599
6077921,852
6077935,809
6079087,10332
6079163,5373
6079999,116
6150000,0
6157964,1936
6157966,9732
6157967,10728
6157968,769
6157989,1158
6157990,0
6157991,919
6157994,3617
6157995,514
6157996,653
6157997,344
6158006,211
6158037,3339
6158038,424
6158042,370
6158043,2524
6158044,3054
6158045,507
6158046,267
6158047,2864
6158048,5993
6158049,359
6158050,262
6158051,1563
6158052,12858
6158053,12565
6158054,2923
6158055,927
6158056,292
6158059,156
6159077,7168
6159999,160
6210000,0
6217927,10587
6217928,12619
6217929,6118
6217930,411
6217931,343
6217932,5739
6217933,3428
6217934,4524
6217936,2041
6217937,904
6217939,2070
6217940,3044
6217941,3269
6217942,2621
6217943,861
6217944,971
6217945,1085
6217946,1284
6217947,720
6218935,977
6218936,801
6218939,4154
6218940,4152
6218941,543
6218981,441
6218983,832
6218984,280
6218985,3726
6219067,5668
6219116,8075
6219999,121
6300000,0
6307893,12439
6307894,6962
6307895,5496
6307896,900
6307898,1523
6307899,12
6307902,0
6307903,2242
6307904,3576
6307905,4326
6307906,5871
6307907,470
6307908,280
6307916,9576
6307917,3486
6307918,823
6307919,4646
6307920,1724
6307922,2169
6307923,1294
6307924,1016
6307925,3620
6307926,1995
6307938,2025
6307973,1689
6307975,1232
6307976,676
6307977,2126
6307978,362
6307982,390
6307983,5268
6307984,1358
6307985,519
6307986,1737
6307987,1525
6309092,7483
6309100,8735
6309188,1155
6309261,0
6309283,587
6309284,156
6309285,693
6309286,1031
6309999,211
6570000,0
6578747,1761
6578748,528
6578754,0
6578789,8525
6578790,6963
6578791,6530
6578792,4188
6578793,758
6578794,4499
6578795,977
6578796,1192
6578797,0
6578798,0
6578799,8718
6578800,4564
6578801,975
6578803,5782
6578804,4501
6578805,5853
6578806,839
6578807,368
6578808,1928
6578809,3371
6578810,583
6578811,925
6578837,997
6578838,178
6578839,503
6579091,4580
6579119,971
6579120,348
6579125,501
6579141,1956
6579167,1214
6579170,899
6579201,830
6579205,197
6579209,437
6579210,435
6579999,142
6610000,0
6618739,244
6618740,822
6618741,677
6618742,2482
6618743,783
6618744,245
6618745,1365
6618746,1677
6618760,247
6618813,11729
6618814,3213
6618815,8174
6618819,4411
6618821,2009
6618825,770
6618826,228
6618827,164
6618828,1498
6618829,372
6618832,395
6618833,887
6618834,576
6618835,448
6618836,952
6619130,3522
6619202,3395
6619203,469
6619204,648
6619206,5519
6619207,312
6619999,44
6650000,0
6658840,4536
6658841,2015
6658842,1355
6658843,409
6658844,692
6658845,743
6658846,280
6658847,976
6658848,775
6658849,665
6658850,379
6658851,767
6658852,517
6658856,1768
6658857,48
6658858,2069
6658859,204
6658860,515
6658861,269
6658862,97
6658863,197
6658864,781
6658865,229
6658866,39
6659999,21
6710000,0
6718655,1747
6718656,299
6718657,247
6718658,439
6718659,419
6718816,8180
6718817,2173
6718818,502
6718820,1344
6718822,259
6718823,1172
6718824,319
6718853,1180
6718854,2450
6718855,188
6719208,383
6719999,23
7060000,0
7068163,0
7068164,0
7068172,353
7068173,832
7068174,739
7068175,288
7068176,964
7068177,673
7068178,1950
7068179,185
7068180,340
7068219,3521
7068220,445
7068223,609
7068224,551
7068225,97
7068226,349
7068227,261
7068228,365
7068229,182
7068230,215
7068242,1973
7068243,4956
7068244,2096
7068245,6420
7068251,0
7068252,0
7068253,813
7068254,520
7068255,180
7068256,747
7068257,520
7068258,527
7068259,437
7069171,8681
7069193,1160
7069999,48
7070000,0
7078159,695
7078160,954
7078161,1290
7078162,494
7078165,143
7078166,1907
7078167,180
7078168,224
7078169,290
7078170,1556
7078171,285
7078217,575
7078218,3183
7078221,523
7078222,143
7078231,13687
7078232,276
7078233,251
7078234,102
7078235,634
7078236,193
7078237,157
7078238,623
7078239,979
7078240,285
7078241,247
7078260,424
7078261,215
7078262,204
7078263,305
7078264,2051
7078265,1146
7078266,1964
7078267,658
7078268,710
7079159,525
7079999,19
7100000,0
7108022,7185
7108023,767
7108024,495
7108025,72
7108029,262
7108030,582
7108060,578
7108061,303
7108062,4318
7108063,0
7108064,1171
7108067,4386
7108069,2967
7108070,1798
7108139,1050
7108140,141
7108141,394
7108142,331
7108143,947
7108144,329
7108147,1407
7108148,1039
7108486,365
7108487,336
7108488,565
7108489,386
7108490,736
7108491,1654
7108492,629
7108493,391
7108494,326
7108495,533
7108537,516
7108626,384
7108633,354
7109086,8023
7109102,2244
7109999,41
7270000,0
7278086,108
7278087,12733
7278088,480
7278089,1465
7278090,217
7278091,638
7278092,744
7278093,1303
7278094,899
7278095,461
7278096,528
7278097,1588
7278098,1049
7278099,139
7278111,11
7278113,12
7279999,17
7300000,0
7308133,302
7308134,574
7308135,1242
7308136,388
7308137,400
7308138,483
7308145,199
7308146,6778
7308151,958
7308152,1133
7308153,206
7308154,568
7308155,2744
7308156,931
7308157,622
7308158,153
7308181,8666
7308182,8327
7308183,9022
7308184,4099
7308187,274
7308188,865
7308189,1373
7308190,223
7308191,111
7308192,339
7308193,446
7308194,351
7308195,1177
7308196,930
7308197,319
7308208,685
7308209,800
7308210,297
7308211,1493
7308212,427
7308213,9189
7308214,1019
7308215,3646
7308216,557
7308217,0
7308510,231
7308511,324
7308512,201
7308513,1410
7308514,631
7308515,423
7308516,3642
7308628,300
7308629,263
7308630,2359
7308631,3002
7308632,184
7309078,5800
7309151,7029
7309999,8
7400000,0
7407992,328
7407993,1826
7407998,4908
7408007,523
7408017,6145
7408018,6254
7408019,11265
7408020,3360
7408021,1948
7408025,250
7408026,1979
7408027,1336
7408028,810
7408031,1766
7408496,11128
7408590,702
7408592,1157
7408596,2802
7408597,559
7408598,5162
7408599,581
7408600,1208
7408601,2131
7408604,676
7408605,751
7408606,6812
7408607,1373
7408608,846
7408609,484
7408610,1257
7408611,2707
7409132,3472
7409143,4254
7409213,349
7409999,156
7410000,0
7417240,0
7417241,0
7417242,0
7417243,0
7417244,0
7419183,3706
7419999,0
7460000,0
7467988,2061
7467990,908
7468008,0
7468009,0
7468010,3758
7468011,653
7468012,7699
7468013,478
7468014,1212
7468015,1169
7468016,327
7468032,2471
7468033,265
7468034,806
7468035,1927
7468036,260
7468039,1258
7468040,302
7468041,837
7468075,468
7468076,414
7468077,1203
7468078,3591
7468083,578
7468084,1082
7468085,4905
7469104,6168
7469166,15721
7469999,28
7510000,0
7518036,666
7518065,888
7518066,3095
7518068,1122
7518071,3269
7518072,206
7518073,4982
7518074,1406
7518079,536
7518080,188
7518081,1124
7518082,3653
7518100,8428
7518101,7272
7518102,10409
7518103,8979
7518104,10704
7518105,5900
7518106,2668
7518107,5859
7518108,7263
7518109,4568
7518110,5248
7518111,1551
7518112,169
7518113,384
7518114,14787
7518115,14146
7518116,8970
7518117,9754
7518118,9752
7518119,6884
7518120,11645
7518121,15089
7518122,11142
7518123,7499
7518124,7306
7518125,7532
7518126,825
7518127,1090
7518128,7138
7518129,986
7518130,9093
7518131,204
7518132,10450
7518246,9173
7518247,1493
7518248,666
7518249,3861
7518250,5065
7519088,8937
7519090,9122
7519096,8962
7519097,9912
7519135,7984
7519146,5491
7519147,5595
7519158,4997
7519999,283
7560000,0
7567974,8201
7567980,792
7567999,2395
7568000,2440
7568005,1042
7568612,2850
7568801,211
7568802,10591
7568812,3143
7569123,1110
7569152,5011
7569211,1082
7569212,348
7569281,174
7569282,500
7569288,562
7569289,569
7569999,134
7600000,0
7608739,8
7608749,4965
7608750,4507
7608751,1293
7608752,904
7608753,638
7608754,651
7608755,2036
7608756,381
7608757,421
7608758,444
7608759,1288
7608761,348
7608762,0
7608763,1156
7608764,186
7608765,8218
7608766,1782
7608767,675
7608768,1079
7608769,3928
7608770,790
7608771,468
7608772,445
7608773,508
7608774,720
7608775,329
7608776,565
7608777,1374
7608778,918
7608779,403
7608780,420
7608781,596
7608782,474
7608783,744
7608784,297
7608785,749
7608786,577
7608788,555
7609122,4070
7609124,765
7609172,1315
7609275,351
7609276,367
7609277,722
7609278,253
7609279,1929
7609280,1445
7609999,43
7660000,0
7667897,2206
7667898,0
7667899,1902
7667900,1630
7667901,1023
7667948,1871
7667949,674
7667950,209
7667951,850
7667952,276
7667953,1403
7667954,1641
7667955,165
7667956,1431
7667957,314
7667958,703
7667959,1196
7667960,1300
7667961,584
7667962,1710
7667963,107
7667964,209
7667965,1209
7667969,4357
7667970,627
7667971,8132
7667972,130
7668001,851
7668002,314
7668003,3132
7668004,164
7668005,0
7668057,1961
7668058,828
7669112,3026
7669262,401
7669999,51
7730000,0
7738668,580
7738669,149
7738670,89
7738671,317
7738672,326
7738673,190
7738674,237
7738675,419
7738676,591
7738677,227
7738678,174
7738679,416
7738680,585
7738681,732
7738682,689
7738692,9223
7738693,687
7738694,185
7738695,456
7738696,142
7738697,182
7738698,239
7738699,159
7738700,461
7738701,495
7738702,501
7738703,768
7738704,119
7738705,198
7738706,427
7738707,504
7738708,120
7739236,28
7739999,14
7790000,0
7798499,1310
7798538,893
7798539,288
7798540,1356
7798541,213
7798542,345
7798543,297
7798544,273
7798545,154
7798546,1572
7798547,144
7798548,763
7798549,1421
7798550,703
7798551,1279
7798552,107
7798553,321
7798554,215
7798555,569
7798556,797
7798557,165
7798558,1610
7798559,1146
7798560,152
7798561,1027
7798562,182
7798572,10516
7798573,3316
7798574,707
7798575,115
7798576,202
7798577,856
7798578,86
7798579,213
7798580,452
7798581,495
7798582,332
7798583,263
7798584,291
7798585,1263
7798586,212
7798587,367
7798588,1282
7798589,399
7798830,594
7798831,223
7799085,6979
7799999,90
7870000,0
7878642,947
7878643,86
7878644,1256
7878645,339
7878646,799
7878647,148
7878648,1368
7878649,332
7878650,2947
7878651,216
7878652,664
7878653,173
7878654,145
7878660,1692
7878661,195
7878662,302
7878663,96
7878664,132
7878665,944
7878666,276
7878667,1233
7878683,202
7878684,277
7878685,68
7878686,384
7878687,1305
7878688,115
7878689,223
7878690,147
7878691,47
7878714,1039
7878715,269
7878718,373
7878719,450
7878720,293
7878721,12019
7878722,1753
7878723,249
7878724,1255
7878725,247
7878726,488
7878727,138
7878728,860
7878729,135
7878730,399
7878731,809
7878732,2079
7878733,88
7878734,1390
7878735,244
7878736,225
7878737,184
7879127,959
7879129,635
7879235,156
7879999,48
7910000,0
7918484,533
7918485,521
7918497,447
7918498,121
7918499,305
7918500,2734
7918501,830
7918502,142
7918503,469
7918504,936
7918505,357
7918506,689
7918507,436
7918508,781
7918509,197
7918521,24
7918523,541
7918524,47
7918525,257
7918526,619
7918527,1255
7918528,1171
7918529,778
7918530,375
7918531,2223
7918532,952
7918533,242
7918534,2022
7918535,366
7918536,589
7918563,1239
7918564,1527
7918565,264
7918566,1334
7918567,1067
7918568,88
7918569,788
7918570,323
7918571,102
7918591,535
7918593,1094
7918594,701
7918595,506
7918602,2802
7918603,3392
7918613,8590
7918614,7568
7918615,6059
7918616,737
7918617,484
7918618,646
7918619,2305
7918621,612
7918622,4669
7918624,352
7918625,319
7918627,463
7918634,393
7918635,80
7918636,1977
7918637,246
7918638,642
7918639,463
7918640,368
7918641,1043
7919079,5896
7919126,7364
